time,PelvisPosX,PelvisPosY,PelvisPosZ,SpineNavalPosX,SpineNavalPosY,SpineNavalPosZ,SpineChestPosX,SpineChestPosY,SpineChestPosZ,NeckPosX,NeckPosY,NeckPosZ,ClavicleLeftPosX,ClavicleLeftPosY,ClavicleLeftPosZ,ShoulderLeftPosX,ShoulderLeftPosY,ShoulderLeftPosZ,ElbowLeftPosX,ElbowLeftPosY,ElbowLeftPosZ,WristLeftPosX,WristLeftPosY,WristLeftPosZ,HandLeftPosX,HandLeftPosY,HandLeftPosZ,HandTipLeftPosX,HandTipLeftPosY,HandTipLeftPosZ,ThumbLeftPosX,ThumbLeftPosY,ThumbLeftPosZ,ClavicleRightPosX,ClavicleRightPosY,ClavicleRightPosZ,ShoulderRightPosX,ShoulderRightPosY,ShoulderRightPosZ,ElbowRightPosX,ElbowRightPosY,ElbowRightPosZ,WristRightPosX,WristRightPosY,WristRightPosZ,HandRightPosX,HandRightPosY,HandRightPosZ,HandTipRightPosX,HandTipRightPosY,HandTipRightPosZ,ThumbRightPosX,ThumbRightPosY,ThumbRightPosZ,HipLeftPosX,HipLeftPosY,HipLeftPosZ,KneeLeftPosX,KneeLeftPosY,KneeLeftPosZ,AnkleLeftPosX,AnkleLeftPosY,AnkleLeftPosZ,FootLeftPosX,FootLeftPosY,FootLeftPosZ,HipRightPosX,HipRightPosY,HipRightPosZ,KneeRightPosX,KneeRightPosY,KneeRightPosZ,AnkleRightPosX,AnkleRightPosY,AnkleRightPosZ,FootRightPosX,FootRightPosY,FootRightPosZ,HeadPosX,HeadPosY,HeadPosZ,NosePosX,NosePosY,NosePosZ,EyeLeftPosX,EyeLeftPosY,EyeLeftPosZ,EarLeftPosX,EarLeftPosY,EarLeftPosZ,EyeRightPosX,EyeRightPosY,EyeRightPosZ,EarRightPosX,EarRightPosY,EarRightPosZ
1635261007408,0.32026028633117676,-0.7932485938072205,3.2349939346313477,0.32521238923072815,-0.9511544108390808,3.1479718685150146,0.32927602529525757,-1.078429937362671,3.08032488822937,0.3326529562473297,-1.283527135848999,3.002225399017334,0.2980402708053589,-1.2508790493011475,3.0160672664642334,0.16460207104682922,-1.2308154106140137,3.0678210258483887,0.11506079882383347,-0.9783264398574829,3.176663875579834,0.08134066313505173,-0.7703235149383545,3.2795252799987793,0.09248154610395432,-0.6966661214828491,3.2168548107147217,0.12091900408267975,-0.6133796572685242,3.281571865081787,0.15549731254577637,-0.6755447387695312,3.2430472373962402,0.3658904433250427,-1.2476509809494019,3.0122196674346924,0.4911181926727295,-1.2176893949508667,3.0453455448150635,0.5386176705360413,-0.9549534320831299,3.1440701484680176,0.5550649762153625,-0.7511153221130371,3.2647476196289062,0.5489486455917358,-0.6850536465644836,3.3458988666534424,0.4911523163318634,-0.598265528678894,3.320263385772705,0.4801293611526489,-0.6506872773170471,3.2281882762908936,0.22821824252605438,-0.7976019382476807,3.2376558780670166,0.2148665338754654,-0.5200493335723877,3.5319247245788574,0.2092348039150238,-0.17740297317504883,3.711299180984497,0.21247081458568573,-0.10123427212238312,3.884674549102783,0.40325862169265747,-0.7893229722976685,3.2325937747955322,0.41506126523017883,-0.5200456380844116,3.5339343547821045,0.412312775850296,-0.17164498567581177,3.7110986709594727,0.4486030638217926,-0.11331207305192947,3.871239423751831,0.3348512649536133,-1.3644479513168335,2.9858815670013428,0.37137532234191895,-1.5016707181930542,3.0647943019866943,0.3540389835834503,-1.5065919160842896,3.0111536979675293,0.2796080708503723,-1.437644600868225,2.9328441619873047,0.4024171233177185,-1.48989737033844,3.0243754386901855,0.43594956398010254,-1.3814789056777954,2.9560623168945312
1635261007442,0.31893089413642883,-0.8006240725517273,3.242471694946289,0.3243503272533417,-0.950115442276001,3.1410343647003174,0.32958829402923584,-1.077153205871582,3.0723912715911865,0.33076220750808716,-1.2837934494018555,2.9970650672912598,0.2964945137500763,-1.2509230375289917,3.0115902423858643,0.16743719577789307,-1.2157198190689087,3.067073106765747,0.12743771076202393,-0.9702272415161133,3.1955604553222656,0.0921076312661171,-0.7635101079940796,3.30153489112854,0.09144648909568787,-0.6951577067375183,3.231936454772949,0.1207992285490036,-0.6120235919952393,3.296823024749756,0.147948756814003,-0.6553124189376831,3.2539384365081787,0.36431604623794556,-1.2476576566696167,3.0054545402526855,0.48710277676582336,-1.2044596672058105,3.03387451171875,0.5213119983673096,-0.9548493027687073,3.1676411628723145,0.5506540536880493,-0.7462047338485718,3.278203010559082,0.535605788230896,-0.6657789945602417,3.3440659046173096,0.4899715781211853,-0.6036048531532288,3.269035816192627,0.4586832821369171,-0.6396823525428772,3.2469098567962646,0.22678574919700623,-0.8062168955802917,3.245790958404541,0.21466413140296936,-0.4976995289325714,3.5087695121765137,0.20489755272865295,-0.18357756733894348,3.735630989074707,0.2051219791173935,-0.11465159803628922,3.912461757659912,0.40202224254608154,-0.7955808043479919,3.239478588104248,0.41603925824165344,-0.5088523626327515,3.525352954864502,0.41013872623443604,-0.18384763598442078,3.7438676357269287,0.44081515073776245,-0.11534006893634796,3.901526689529419,0.33256903290748596,-1.365109920501709,2.9818074703216553,0.3341244161128998,-1.494125247001648,3.0810718536376953,0.3035002052783966,-1.4984443187713623,3.0335443019866943,0.2428126335144043,-1.4157230854034424,2.9562888145446777,0.35638338327407837,-1.5013649463653564,3.0341744422912598,0.4097177982330322,-1.425679326057434,2.939066171646118
1635261007510,0.3186793923377991,-0.8020804524421692,3.243360996246338,0.3237941861152649,-0.9512844085693359,3.141664981842041,0.3290127217769623,-1.0778766870498657,3.0723702907562256,0.330496221780777,-1.2837176322937012,2.995241403579712,0.29619669914245605,-1.251039981842041,3.0100290775299072,0.1663922220468521,-1.217085361480713,3.0643231868743896,0.12761402130126953,-0.9711714386940002,3.1920359134674072,0.09327533096075058,-0.7640998363494873,3.297351121902466,0.09560319036245346,-0.6984161734580994,3.225337028503418,0.12312247604131699,-0.6123096346855164,3.286965847015381,0.1483878195285797,-0.6504961252212524,3.2559444904327393,0.36398014426231384,-1.247636318206787,3.003971576690674,0.48742440342903137,-1.2068548202514648,3.032761812210083,0.5215696096420288,-0.9563356637954712,3.1644906997680664,0.551011860370636,-0.7468798756599426,3.2731900215148926,0.5394030213356018,-0.6701679825782776,3.3439066410064697,0.4907148778438568,-0.6049405336380005,3.273624897003174,0.4648418724536896,-0.6380339860916138,3.244401454925537,0.22670146822929382,-0.8084765672683716,3.2481191158294678,0.21543677151203156,-0.4997720420360565,3.510565996170044,0.20551389455795288,-0.18475961685180664,3.7358100414276123,0.21460439264774323,-0.10275764018297195,3.9066102504730225,0.40161994099617004,-0.7963128089904785,3.239070415496826,0.4152292013168335,-0.5076166987419128,3.5226540565490723,0.40904316306114197,-0.18362867832183838,3.7422754764556885,0.4367688000202179,-0.10536644607782364,3.895777702331543,0.3324147164821625,-1.3648465871810913,2.97926664352417,0.3418218791484833,-1.4958446025848389,3.07529878616333,0.31004369258880615,-1.5002837181091309,3.0285847187042236,0.24403133988380432,-1.418328881263733,2.955089569091797,0.36296671628952026,-1.5011354684829712,3.0276639461517334,0.4105355441570282,-1.4213191270828247,2.932978630065918
1635261007544,0.3189423084259033,-0.8017475008964539,3.244441032409668,0.3241690695285797,-0.950563907623291,3.14247727394104,0.32974717020988464,-1.0779736042022705,3.0750083923339844,0.3317740857601166,-1.2822208404541016,2.9943113327026367,0.2974189817905426,-1.2499279975891113,3.009652614593506,0.16688533127307892,-1.2158753871917725,3.0617387294769287,0.12795880436897278,-0.9731322526931763,3.1947989463806152,0.09359566867351532,-0.768722414970398,3.3047256469726562,0.09536758065223694,-0.7073415517807007,3.2291104793548584,0.12621939182281494,-0.6142939329147339,3.2774646282196045,0.14123451709747314,-0.6522086262702942,3.2536892890930176,0.3651329278945923,-1.2462480068206787,3.0036821365356445,0.4878004491329193,-1.2026373147964478,3.0310466289520264,0.5213155746459961,-0.9572644233703613,3.171752691268921,0.5497927665710449,-0.7522792220115662,3.2884602546691895,0.5358892679214478,-0.6625590324401855,3.340968608856201,0.4851604402065277,-0.6046217083930969,3.2660465240478516,0.4650903046131134,-0.6431122422218323,3.2543210983276367,0.22709187865257263,-0.8084750175476074,3.24955153465271,0.21565844118595123,-0.4993782341480255,3.5109541416168213,0.20585012435913086,-0.18513113260269165,3.736661672592163,0.20946599543094635,-0.11448147892951965,3.9124722480773926,0.40176787972450256,-0.7956810593605042,3.2398324012756348,0.4143076539039612,-0.507117748260498,3.523071050643921,0.4103206694126129,-0.1880476474761963,3.7492077350616455,0.43898552656173706,-0.11531558632850647,3.905057668685913,0.33390185236930847,-1.3629741668701172,2.976915121078491,0.33828815817832947,-1.4923828840255737,3.0751843452453613,0.3072473704814911,-1.4968132972717285,3.028038501739502,0.24469158053398132,-1.4145630598068237,2.9520959854125977,0.36009082198143005,-1.4990172386169434,3.0280697345733643,0.41126924753189087,-1.4221364259719849,2.9330086708068848
1635261007577,0.31921350955963135,-0.8015231490135193,3.2439544200897217,0.3237772285938263,-0.9512656331062317,3.142516613006592,0.328713983297348,-1.0781511068344116,3.0732614994049072,0.33095282316207886,-1.283876657485962,2.9948625564575195,0.2965165376663208,-1.2515232563018799,3.0102946758270264,0.16760393977165222,-1.2178537845611572,3.067427158355713,0.12827810645103455,-0.9708378314971924,3.1938083171844482,0.09380285441875458,-0.762982189655304,3.2983598709106445,0.09511280804872513,-0.6992048621177673,3.224423408508301,0.12420351058244705,-0.6149818301200867,3.2882027626037598,0.14098386466503143,-0.6430912017822266,3.254293441772461,0.3642916679382324,-1.2475003004074097,3.003373146057129,0.4868895411491394,-1.2034707069396973,3.0319693088531494,0.522108793258667,-0.9575029611587524,3.1726632118225098,0.5525714755058289,-0.7516992092132568,3.2886366844177246,0.5346323847770691,-0.6680506467819214,3.349761962890625,0.48898983001708984,-0.605107843875885,3.275222063064575,0.46740204095840454,-0.6421172618865967,3.254788398742676,0.22718369960784912,-0.8083212375640869,3.249849319458008,0.21552808582782745,-0.4987313747406006,3.5122263431549072,0.20584595203399658,-0.18022552132606506,3.733588457107544,0.21262122690677643,-0.11102369427680969,3.9103899002075195,0.4022008180618286,-0.7953930497169495,3.2386388778686523,0.41416120529174805,-0.5048471689224243,3.5213205814361572,0.4111712574958801,-0.18470507860183716,3.747649669647217,0.4420776665210724,-0.1462351679801941,3.9153332710266113,0.333357572555542,-1.3650267124176025,2.978391408920288,0.34882834553718567,-1.4979724884033203,3.071348190307617,0.31540390849113464,-1.5020922422409058,3.025656223297119,0.2450636327266693,-1.4198545217514038,2.9562509059906006,0.36834806203842163,-1.5018582344055176,3.0228018760681152,0.41093724966049194,-1.419032096862793,2.928036689758301
1635261007610,0.3194499909877777,-0.8021861910820007,3.2481143474578857,0.324299156665802,-0.9521016478538513,3.1472713947296143,0.3294334411621094,-1.0793031454086304,3.0789198875427246,0.33266931772232056,-1.2840631008148193,2.998671054840088,0.29806333780288696,-1.2518339157104492,3.013819932937622,0.16604551672935486,-1.2172552347183228,3.0622925758361816,0.12789437174797058,-0.9737147092819214,3.1949963569641113,0.0943872332572937,-0.7687172889709473,3.304840326309204,0.09521093964576721,-0.7073415517807007,3.229017734527588,0.12409428507089615,-0.6164880990982056,3.2828218936920166,0.1404670774936676,-0.6529698371887207,3.2512047290802,0.36588284373283386,-1.2478630542755127,3.008080005645752,0.4894125461578369,-1.2056103944778442,3.0346500873565674,0.5223901867866516,-0.9559261798858643,3.1685967445373535,0.5509976744651794,-0.7470425963401794,3.27890682220459,0.534644603729248,-0.6698588728904724,3.348248243331909,0.4903777241706848,-0.6042729616165161,3.275331497192383,0.46767663955688477,-0.6332377791404724,3.257115364074707,0.22747460007667542,-0.8088268637657166,3.253563642501831,0.21900175511837006,-0.4981936514377594,3.514192581176758,0.21083280444145203,-0.18174642324447632,3.73787260055542,0.21926893293857574,-0.10123055428266525,3.909532070159912,0.40238824486732483,-0.7961980104446411,3.2432003021240234,0.4121614694595337,-0.4972952604293823,3.5165133476257324,0.41281744837760925,-0.18844208121299744,3.757397413253784,0.44688883423805237,-0.11911127716302872,3.913998603820801,0.33522340655326843,-1.3649736642837524,2.981478452682495,0.3427579402923584,-1.4958713054656982,3.077969789505005,0.3167576491832733,-1.5020822286605835,3.027961015701294,0.25389862060546875,-1.424155592918396,2.947519302368164,0.3694168031215668,-1.499340534210205,3.0329740047454834,0.42174094915390015,-1.4156866073608398,2.9441871643066406
1635261007643,0.3194340765476227,-0.8036273717880249,3.2456955909729004,0.3242708146572113,-0.9528681039810181,3.144941568374634,0.3291405737400055,-1.0792407989501953,3.076063394546509,0.3301394581794739,-1.2837343215942383,2.9971156120300293,0.29600703716278076,-1.2511882781982422,3.012112855911255,0.1661144196987152,-1.2168654203414917,3.064863920211792,0.12822987139225006,-0.9742122292518616,3.1972813606262207,0.09467746317386627,-0.7698938846588135,3.3066840171813965,0.09576050937175751,-0.7087320685386658,3.2311148643493652,0.12552295625209808,-0.6185415983200073,3.2848055362701416,0.1421966403722763,-0.6581487655639648,3.2490079402923584,0.36362385749816895,-1.2479482889175415,3.00624942779541,0.4870455861091614,-1.2079392671585083,3.0344929695129395,0.5215900540351868,-0.9593909978866577,3.1681125164031982,0.5512972474098206,-0.7515707015991211,3.2784125804901123,0.5280160307884216,-0.6725107431411743,3.342958688735962,0.4885854423046112,-0.6054681539535522,3.2691311836242676,0.46937811374664307,-0.6361501812934875,3.260754346847534,0.22766029834747314,-0.8095196485519409,3.2500178813934326,0.22506031394004822,-0.5007107257843018,3.510815143585205,0.22172041237354279,-0.1856086254119873,3.734257698059082,0.23698823153972626,-0.1079484075307846,3.906054973602295,0.40219050645828247,-0.7983140349388123,3.241797924041748,0.40533795952796936,-0.5067119002342224,3.5210680961608887,0.3997056484222412,-0.19157809019088745,3.7513768672943115,0.41730615496635437,-0.12623856961727142,3.9117119312286377,0.33183223009109497,-1.364479422569275,2.9803857803344727,0.3428739309310913,-1.4929124116897583,3.0789058208465576,0.3108615577220917,-1.498578667640686,3.0326790809631348,0.24389588832855225,-1.4189379215240479,2.958136558532715,0.36363255977630615,-1.4990816116333008,3.0313680171966553,0.4097774028778076,-1.4212498664855957,2.9348630905151367
1635261007677,0.3188057839870453,-0.8011214733123779,3.2417473793029785,0.324224591255188,-0.9514453411102295,3.1425042152404785,0.3297121226787567,-1.0784441232681274,3.0747013092041016,0.33016133308410645,-1.2848429679870605,3.0005898475646973,0.29608508944511414,-1.2517534494400024,3.0145621299743652,0.16553173959255219,-1.216212272644043,3.0649960041046143,0.12751564383506775,-0.9727174639701843,3.196079969406128,0.09407664835453033,-0.767782986164093,3.304579496383667,0.09542758762836456,-0.7009549736976624,3.2339179515838623,0.12369853258132935,-0.610634446144104,3.288288116455078,0.14109808206558228,-0.6549748182296753,3.250333070755005,0.36378979682922363,-1.249015212059021,3.0091302394866943,0.48740309476852417,-1.2099207639694214,3.0380797386169434,0.5214579105377197,-0.9593607783317566,3.1682872772216797,0.5508231520652771,-0.7499074935913086,3.2757763862609863,0.5346007347106934,-0.6751319169998169,3.3472864627838135,0.4908687174320221,-0.6048184633255005,3.279069662094116,0.4657919406890869,-0.6390084624290466,3.248955249786377,0.22709563374519348,-0.8078604340553284,3.2469472885131836,0.2212250530719757,-0.5016143321990967,3.5109663009643555,0.21542872488498688,-0.1867356300354004,3.7349634170532227,0.2225925326347351,-0.10399472713470459,3.9049994945526123,0.40150484442710876,-0.7950446605682373,3.237058401107788,0.40964940190315247,-0.5058631896972656,3.5189859867095947,0.4041323959827423,-0.1944110095500946,3.7545342445373535,0.43792402744293213,-0.12500916421413422,3.910592555999756,0.33153074979782104,-1.3660048246383667,2.985781192779541,0.3487994074821472,-1.5027576684951782,3.071493148803711,0.31507816910743713,-1.5048367977142334,3.0261595249176025,0.24375000596046448,-1.4201059341430664,2.9618875980377197,0.3677794337272644,-1.5040680170059204,3.0228183269500732,0.40866804122924805,-1.416651725769043,2.932252883911133
1635261007710,0.31890130043029785,-0.8026238083839417,3.2448949813842773,0.32464709877967834,-0.9527165293693542,3.1458730697631836,0.3305433392524719,-1.0790817737579346,3.0774402618408203,0.33165955543518066,-1.2836509943008423,2.9994595050811768,0.2976492941379547,-1.2515166997909546,3.015388250350952,0.16878409683704376,-1.2186585664749146,3.0710179805755615,0.12791144847869873,-0.972557008266449,3.195188522338867,0.09193310141563416,-0.765434205532074,3.297701120376587,0.09558133035898209,-0.6953275799751282,3.230613946914673,0.12359276413917542,-0.6140981316566467,3.2976222038269043,0.14139650762081146,-0.6498739719390869,3.25195574760437,0.36491116881370544,-1.247442364692688,3.007352828979492,0.4895796775817871,-1.2083882093429565,3.030148983001709,0.5217481851577759,-0.9633339047431946,3.169914960861206,0.5492132902145386,-0.7585550546646118,3.285708427429199,0.5428181886672974,-0.669594943523407,3.3402650356292725,0.48989957571029663,-0.609572172164917,3.2690749168395996,0.469057559967041,-0.6496029496192932,3.2482728958129883,0.22751107811927795,-0.8103966116905212,3.251373767852783,0.2169225811958313,-0.5017716884613037,3.5114002227783203,0.20660829544067383,-0.1872534155845642,3.734614372253418,0.21665404736995697,-0.1152830421924591,3.9089934825897217,0.4013119041919708,-0.7956146001815796,3.2390527725219727,0.4142068028450012,-0.5017170906066895,3.514883518218994,0.41172805428504944,-0.18882045149803162,3.7474570274353027,0.4560418725013733,-0.12646624445915222,3.903529405593872,0.33385878801345825,-1.3643426895141602,2.983044147491455,0.35065019130706787,-1.4976016283035278,3.073693037033081,0.31197020411491394,-1.499129295349121,3.032615900039673,0.24032855033874512,-1.412271499633789,2.9720704555511475,0.3637680113315582,-1.5027118921279907,3.0234556198120117,0.4003070294857025,-1.4233464002609253,2.924347162246704
1635261007743,0.3196510374546051,-0.8014810681343079,3.244992256164551,0.3243796229362488,-0.9511054158210754,3.1451165676116943,0.32962605357170105,-1.0765447616577148,3.074864149093628,0.330976277589798,-1.2816731929779053,2.9981889724731445,0.2968895733356476,-1.2493586540222168,3.0136265754699707,0.16683997213840485,-1.2176389694213867,3.067232131958008,0.12809953093528748,-0.9742301106452942,3.1974289417266846,0.09370136260986328,-0.7692335844039917,3.304797649383545,0.08914098143577576,-0.706880509853363,3.2304625511169434,0.1236419528722763,-0.6193037629127502,3.2854154109954834,0.141855388879776,-0.6530724167823792,3.2580573558807373,0.36424490809440613,-1.2454715967178345,3.0061333179473877,0.48921117186546326,-1.2089393138885498,3.03155255317688,0.5222361087799072,-0.96181321144104,3.167588233947754,0.5509499907493591,-0.7550667524337769,3.2796630859375,0.5285646319389343,-0.6749593019485474,3.3430604934692383,0.4898112714290619,-0.6095107793807983,3.2676119804382324,0.4723740816116333,-0.6418361663818359,3.2474935054779053,0.22849655151367188,-0.8101495504379272,3.2536628246307373,0.2184825837612152,-0.5019321441650391,3.514376163482666,0.20797386765480042,-0.18482983112335205,3.73409104347229,0.22008417546749115,-0.10796386748552322,3.9062955379486084,0.40184906125068665,-0.7936643362045288,3.237173557281494,0.4140167832374573,-0.5027205348014832,3.516319513320923,0.4097559452056885,-0.18923896551132202,3.7482681274414062,0.4440859258174896,-0.11694678664207458,3.902615547180176,0.3331468105316162,-1.3624967336654663,2.982306718826294,0.35079264640808105,-1.4941458702087402,3.0752015113830566,0.3125385046005249,-1.4968233108520508,3.0337636470794678,0.2403453290462494,-1.4118483066558838,2.971158504486084,0.3644832968711853,-1.4998552799224854,3.0251662731170654,0.4009725749492645,-1.421521782875061,2.925171375274658
