time,PelvisQuatX,PelvisQuatY,PelvisQuatZ,PelvisQuatW,SpineNavalQuatX,SpineNavalQuatY,SpineNavalQuatZ,SpineNavalQuatW,SpineChestQuatX,SpineChestQuatY,SpineChestQuatZ,SpineChestQuatW,NeckQuatX,NeckQuatY,NeckQuatZ,NeckQuatW,ClavicleLeftQuatX,ClavicleLeftQuatY,ClavicleLeftQuatZ,ClavicleLeftQuatW,ShoulderLeftQuatX,ShoulderLeftQuatY,ShoulderLeftQuatZ,ShoulderLeftQuatW,ElbowLeftQuatX,ElbowLeftQuatY,ElbowLeftQuatZ,ElbowLeftQuatW,WristLeftQuatX,WristLeftQuatY,WristLeftQuatZ,WristLeftQuatW,HandLeftQuatX,HandLeftQuatY,HandLeftQuatZ,HandLeftQuatW,HandTipLeftQuatX,HandTipLeftQuatY,HandTipLeftQuatZ,HandTipLeftQuatW,ThumbLeftQuatX,ThumbLeftQuatY,ThumbLeftQuatZ,ThumbLeftQuatW,ClavicleRightQuatX,ClavicleRightQuatY,ClavicleRightQuatZ,ClavicleRightQuatW,ShoulderRightQuatX,ShoulderRightQuatY,ShoulderRightQuatZ,ShoulderRightQuatW,ElbowRightQuatX,ElbowRightQuatY,ElbowRightQuatZ,ElbowRightQuatW,WristRightQuatX,WristRightQuatY,WristRightQuatZ,WristRightQuatW,HandRightQuatX,HandRightQuatY,HandRightQuatZ,HandRightQuatW,HandTipRightQuatX,HandTipRightQuatY,HandTipRightQuatZ,HandTipRightQuatW,ThumbRightQuatX,ThumbRightQuatY,ThumbRightQuatZ,ThumbRightQuatW,HipLeftQuatX,HipLeftQuatY,HipLeftQuatZ,HipLeftQuatW,KneeLeftQuatX,KneeLeftQuatY,KneeLeftQuatZ,KneeLeftQuatW,AnkleLeftQuatX,AnkleLeftQuatY,AnkleLeftQuatZ,AnkleLeftQuatW,FootLeftQuatX,FootLeftQuatY,FootLeftQuatZ,FootLeftQuatW,HipRightQuatX,HipRightQuatY,HipRightQuatZ,HipRightQuatW,KneeRightQuatX,KneeRightQuatY,KneeRightQuatZ,KneeRightQuatW,AnkleRightQuatX,AnkleRightQuatY,AnkleRightQuatZ,AnkleRightQuatW,FootRightQuatX,FootRightQuatY,FootRightQuatZ,FootRightQuatW,HeadQuatX,HeadQuatY,HeadQuatZ,HeadQuatW,NoseQuatX,NoseQuatY,NoseQuatZ,NoseQuatW,EyeLeftQuatX,EyeLeftQuatY,EyeLeftQuatZ,EyeLeftQuatW,EarLeftQuatX,EarLeftQuatY,EarLeftQuatZ,EarLeftQuatW,EyeRightQuatX,EyeRightQuatY,EyeRightQuatZ,EyeRightQuatW,EarRightQuatX,EarRightQuatY,EarRightQuatZ,EarRightQuatW
1635261007408,-0.6056486964225769,0.3446056842803955,0.6059415936470032,-0.38375943899154663,-0.6055740714073181,0.3447367548942566,0.605858564376831,-0.3838905990123749,-0.5713889002799988,0.3790375292301178,0.590327799320221,-0.4258618652820587,-0.5391524434089661,0.42363834381103516,0.5542752742767334,-0.47183069586753845,0.18806983530521393,0.5952135920524597,0.7793412208557129,-0.054569266736507416,0.6140515208244324,0.5868960618972778,0.4941829442977905,0.1851407140493393,0.631874680519104,0.5676623582839966,0.4996621906757355,0.16979846358299255,0.6424797773361206,0.22353629767894745,-0.6012463569641113,-0.4192303717136383,-0.3865525722503662,-0.5597552061080933,0.23772907257080078,0.6933513879776001,-0.3865525722503662,-0.5597552061080933,0.23772907257080078,0.6933513879776001,-0.22949287295341492,0.07940331101417542,0.21284309029579163,0.9464280009269714,-0.016290461644530296,0.7906086444854736,-0.5881144404411316,0.1696879267692566,-0.223845973610878,0.4999777674674988,-0.577454149723053,0.6053609848022461,-0.172895148396492,0.5197999477386475,-0.5142380595207214,0.6599048376083374,-0.46034276485443115,0.6851076483726501,-0.05631963163614273,0.5617295503616333,0.7569892406463623,-0.3290218114852905,0.35016584396362305,-0.4428270757198334,0.7569892406463623,-0.3290218114852905,0.35016584396362305,-0.4428270757198334,-0.08430516719818115,-0.2589971125125885,-0.5992621779441833,0.7527934312820435,0.6744077801704407,-0.27292919158935547,-0.6395429372787476,0.2483316957950592,0.6198490262031555,-0.38086411356925964,-0.5896291732788086,0.3508092164993286,-0.5547263622283936,0.4129810333251953,0.5548977255821228,-0.4624001085758209,0.10210616886615753,-0.6880002617835999,-0.06830894947052002,0.7152369022369385,-0.22420275211334229,-0.6385771036148071,0.27860867977142334,0.6814173460006714,-0.3386525511741638,-0.5860472917556763,0.4000805914402008,0.6178984642028809,-0.2995484173297882,-0.522357165813446,0.5172061920166016,0.6082034707069397,-0.5758492350578308,-0.16026635468006134,0.7989166378974915,0.06666697561740875,0.7290663123130798,-0.19837793707847595,-0.5519619584083557,0.35276952385902405,0.7290663123130798,-0.19837793707847595,-0.5519619584083557,0.35276952385902405,0.375253289937973,-0.6558020114898682,-0.14085036516189575,0.6397418975830078,-0.19837792217731476,-0.7290661931037903,0.3527696132659912,0.5519620776176453,0.375253289937973,-0.6558020114898682,-0.14085036516189575,0.6397418975830078,0.7290663123130798,-0.19837793707847595,-0.5519619584083557,0.35276952385902405
1635261007442,-0.6207795739173889,0.3109116554260254,0.6227939128875732,-0.36068594455718994,0.6068082451820374,-0.337367981672287,-0.6066762208938599,0.3871828019618988,-0.5587734580039978,0.37585100531578064,0.596530556678772,-0.4366456866264343,-0.5268331170082092,0.41945043206214905,0.5595932602882385,-0.48307716846466064,0.2322770208120346,0.5954022407531738,0.7688097357749939,-0.021797634661197662,0.6444699168205261,0.5977717638015747,0.4627177119255066,0.11497723311185837,0.6410878896713257,0.6013974547386169,0.4620617926120758,0.11758539825677872,-0.6191030740737915,-0.1948697865009308,0.6576348543167114,0.3824310302734375,-0.352642297744751,-0.5448909997940063,0.2627227306365967,0.7139424681663513,-0.352642297744751,-0.5448909997940063,0.2627227306365967,0.7139424681663513,-0.16458705067634583,0.14169281721115112,0.3008636236190796,0.9286093711853027,-0.06793796271085739,0.7870359420776367,-0.5842776298522949,0.18595275282859802,-0.1459745168685913,0.4899393916130066,-0.5656167268753052,0.647092342376709,-0.14738430082798004,0.4895172715187073,-0.5674771070480347,0.6454614400863647,-0.4820297062397003,0.6372433304786682,-0.17686423659324646,0.5747061967849731,0.782310962677002,-0.1625463217496872,0.5113927125930786,-0.3162999153137207,0.782310962677002,-0.1625463217496872,0.5113927125930786,-0.3162999153137207,-0.11811544001102448,-0.1346239149570465,-0.569990336894989,0.8018953800201416,0.6596328020095825,-0.3093337416648865,-0.6239941120147705,0.28253933787345886,0.6466081142425537,-0.33564895391464233,-0.612160861492157,0.3074032664299011,0.5702879428863525,-0.40044811367988586,-0.5572671294212341,0.4515155553817749,0.12192537635564804,-0.690043032169342,-0.0777733325958252,0.7091728448867798,-0.19065655767917633,-0.6034144759178162,0.3443715572357178,0.6935051083564758,-0.2494143694639206,-0.5816667079925537,0.41133472323417664,0.6559421420097351,-0.30469247698783875,-0.5209817886352539,0.5446164608001709,0.5823515057563782,-0.5785272717475891,-0.155446395277977,0.8001871109008789,0.02903740108013153,-0.5758994221687317,0.34910064935684204,0.6673380136489868,-0.3180071711540222,-0.5758994221687317,0.34910064935684204,0.6673380136489868,-0.3180071711540222,0.16037096083164215,-0.6540738344192505,-0.24701416492462158,0.6967442631721497,-0.3491007089614868,-0.5758994817733765,0.318007230758667,0.667337954044342,0.16037096083164215,-0.6540738344192505,-0.24701416492462158,0.6967442631721497,-0.5758994221687317,0.34910064935684204,0.6673380136489868,-0.3180071711540222
1635261007510,-0.6174808740615845,0.30487483739852905,0.6263325214385986,-0.3653441369533539,-0.6043078899383545,0.33021700382232666,0.610644519329071,-0.39100131392478943,-0.5611562728881836,0.3729695975780487,0.5977466702461243,-0.43439191579818726,-0.5294393301010132,0.4167693555355072,0.5609862208366394,-0.48092812299728394,0.22608919441699982,0.5936936736106873,0.7719652652740479,-0.02193528786301613,0.6462860703468323,0.5989468693733215,0.4588669538497925,0.11409658938646317,0.6428583264350891,0.6026244759559631,0.4582085609436035,0.11671274900436401,-0.6386452913284302,-0.1878976672887802,0.648533046245575,0.3690955638885498,-0.37567949295043945,-0.5495800971984863,0.2686919569969177,0.6961546540260315,-0.37567949295043945,-0.5495800971984863,0.2686919569969177,0.6961546540260315,-0.10181041061878204,0.12689024209976196,0.31525203585624695,0.9349597096443176,-0.06021878123283386,0.7901033163070679,-0.5824685096740723,0.18122069537639618,-0.1436399668455124,0.48337507247924805,-0.5711678862571716,0.6476753354072571,-0.14526358246803284,0.4828895628452301,-0.5733412504196167,0.6457521915435791,-0.4691341519355774,0.6557745933532715,-0.1492183357477188,0.5723694562911987,0.7859790921211243,-0.17990010976791382,0.4911842942237854,-0.329561710357666,0.7859790921211243,-0.17990010976791382,0.4911842942237854,-0.329561710357666,-0.1106116995215416,-0.14232634007930756,-0.5928763747215271,0.784860372543335,0.654129147529602,-0.2999539375305176,-0.6293905377388,0.2932751178741455,0.6409428715705872,-0.3271222412586212,-0.6165902018547058,0.3193739652633667,0.5450776219367981,-0.3747669458389282,-0.5468156933784485,0.5132569074630737,0.12243019789457321,-0.6542611718177795,-0.026847505941987038,0.7458098530769348,-0.18834632635116577,-0.6000222563743591,0.35095274448394775,0.693780243396759,-0.2436162531375885,-0.5798589587211609,0.4143246114253998,0.6578372120857239,-0.3181343078613281,-0.5105426907539368,0.5648486018180847,0.5648741722106934,-0.5807082056999207,-0.13841257989406586,0.8022554516792297,0.0024805921129882336,-0.5766938328742981,0.32546326518058777,0.6731508374214172,-0.32918980717658997,-0.5766938328742981,0.32546326518058777,0.6731508374214172,-0.32918980717658997,0.17764686048030853,-0.6379213929176331,-0.24321720004081726,0.7087618708610535,-0.3254632353782654,-0.5766937732696533,0.32918980717658997,0.673150897026062,0.17764686048030853,-0.6379213929176331,-0.24321720004081726,0.7087618708610535,-0.5766938328742981,0.32546326518058777,0.6731508374214172,-0.32918980717658997
1635261007544,-0.617169201374054,0.30232372879981995,0.6272790431976318,-0.3663654029369354,-0.6014028191566467,0.3325839936733246,0.608321487903595,-0.3970485031604767,-0.5655485391616821,0.36699169874191284,0.6004022359848022,-0.4301036298274994,-0.5342968702316284,0.41116294264793396,0.5639771223068237,-0.4768666625022888,0.22006666660308838,0.5892484784126282,0.7772523760795593,-0.015352793969213963,0.6473405957221985,0.5942114591598511,0.4653363823890686,0.10641917586326599,0.6441314220428467,0.5976886749267578,0.464756578207016,0.10892343521118164,-0.6426736116409302,-0.15839295089244843,0.657737135887146,0.35953328013420105,-0.41808411478996277,-0.5131503939628601,0.30911314487457275,0.6828846335411072,-0.41808411478996277,-0.5131503939628601,0.30911314487457275,0.6828846335411072,-0.12492812424898148,0.15630394220352173,0.3520703911781311,0.9143350124359131,-0.07385924458503723,0.7939146161079407,-0.5750983357429504,0.18304723501205444,-0.14027546346187592,0.500440776348114,-0.5553306341171265,0.6492223739624023,-0.14121952652931213,0.5001751780509949,-0.5565546751022339,0.6481733322143555,-0.5376556515693665,0.6292738914489746,-0.21125106513500214,0.5199169516563416,0.811130702495575,-0.1647006869316101,0.4866161048412323,-0.27954497933387756,0.811130702495575,-0.1647006869316101,0.4866161048412323,-0.27954497933387756,-0.17965705692768097,-0.10542027652263641,-0.6096434593200684,0.7648168206214905,0.6554301977157593,-0.3040112555027008,-0.6272645592689514,0.2907363176345825,0.6428481936454773,-0.32972317934036255,-0.6153139472007751,0.3153053820133209,0.564653754234314,-0.3900410532951355,-0.5579765439033508,0.466579407453537,0.12532086670398712,-0.6787523627281189,-0.06767919659614563,0.7204231023788452,-0.19314418733119965,-0.6032422184944153,0.3472749888896942,0.6915159225463867,-0.24208912253379822,-0.5853911638259888,0.4030066132545471,0.6605268120765686,-0.3109661340713501,-0.5179181098937988,0.5534903407096863,0.5733317732810974,-0.5808246731758118,-0.1487790197134018,0.800148606300354,0.01642342284321785,-0.5755664706230164,0.3413313031196594,0.669432520866394,-0.3226085901260376,-0.5755664706230164,0.3413313031196594,0.669432520866394,-0.3226085901260376,0.16562925279140472,-0.6483445763587952,-0.24524158239364624,0.7014790177345276,-0.3413313031196594,-0.5755664706230164,0.3226085901260376,0.669432520866394,0.16562925279140472,-0.6483445763587952,-0.24524158239364624,0.7014790177345276,-0.5755664706230164,0.3413313031196594,0.669432520866394,-0.3226085901260376
1635261007577,-0.6137924194335938,0.3022976517677307,0.6287373304367065,-0.36954614520072937,-0.6009804010391235,0.3270285129547119,0.6131758093833923,-0.39482954144477844,-0.560059666633606,0.3661322295665741,0.6005098819732666,-0.43779927492141724,-0.5288945436477661,0.409866064786911,0.563467264175415,-0.48454612493515015,0.23360298573970795,0.5911381244659424,0.7714756727218628,-0.02847222238779068,0.645668625831604,0.6023241281509399,0.4553787410259247,0.11378926783800125,0.6428695321083069,0.6053106784820557,0.45484623312950134,0.115898996591568,-0.6378389000892639,-0.17335627973079681,0.6560999751091003,0.3642004728317261,-0.36915552616119385,-0.5482836961746216,0.2581603527069092,0.7046008706092834,-0.36915552616119385,-0.5482836961746216,0.2581603527069092,0.7046008706092834,-0.08817850053310394,0.14348489046096802,0.3579646646976471,0.9184214472770691,-0.07189889997243881,0.7922167181968689,-0.5762125253677368,0.1876228153705597,-0.14004990458488464,0.5013025403022766,-0.5571051836013794,0.6470823287963867,-0.14201614260673523,0.5007491111755371,-0.5596403479576111,0.6448910236358643,-0.5010389685630798,0.6214852929115295,-0.1942453533411026,0.5700743198394775,0.7809863686561584,-0.16536113619804382,0.5106631517410278,-0.31927916407585144,0.7809863686561584,-0.16536113619804382,0.5106631517410278,-0.31927916407585144,-0.12120009958744049,-0.13216565549373627,-0.6037074327468872,0.7767754197120667,0.6561369299888611,-0.30447763204574585,-0.6268481612205505,0.2895498275756836,0.6407782435417175,-0.33553701639175415,-0.612321674823761,0.3191870152950287,0.5633835792541504,-0.3763963282108307,-0.5626654028892517,0.4736374020576477,0.13404591381549835,-0.6682243347167969,-0.06608084589242935,0.7287943363189697,-0.2012634426355362,-0.6063237190246582,0.3429658114910126,0.6886501312255859,-0.24922630190849304,-0.58830726146698,0.3971239924430847,0.6588423848152161,-0.2871769368648529,-0.5582297444343567,0.46701568365097046,0.6227400898933411,-0.5924747586250305,-0.19471588730812073,0.7736185193061829,0.11213259398937225,-0.5709818601608276,0.3066260814666748,0.6836118698120117,-0.3356113135814667,-0.5709818601608276,0.3066260814666748,0.6836118698120117,-0.3356113135814667,0.1869277060031891,-0.6205624938011169,-0.24607355892658234,0.720699667930603,-0.3066260814666748,-0.5709818601608276,0.3356113135814667,0.6836118698120117,0.1869277060031891,-0.6205624938011169,-0.24607355892658234,0.720699667930603,-0.5709818601608276,0.3066260814666748,0.6836118698120117,-0.3356113135814667
1635261007610,-0.61456698179245,0.3046497404575348,0.6269906163215637,-0.36929479241371155,-0.6011239886283875,0.3303845524787903,0.6108008623123169,-0.39549747109413147,-0.5668799877166748,0.3673459589481354,0.5979006290435791,-0.43153083324432373,-0.5355955362319946,0.4116227924823761,0.5613691806793213,-0.4780885875225067,0.21015746891498566,0.5933671593666077,0.776982843875885,-0.0068454560823738575,0.6483588814735413,0.5941645503044128,0.4637942612171173,0.10721036791801453,0.6455480456352234,0.5972172617912292,0.4632831811904907,0.10939767211675644,-0.6424330472946167,-0.1646435260772705,0.6603019833564758,0.3523826599121094,-0.39929071068763733,-0.5295231342315674,0.29610922932624817,0.6873802542686462,-0.39929071068763733,-0.5295231342315674,0.29610922932624817,0.6873802542686462,-0.148460254073143,0.15643778443336487,0.3565102815628052,0.9090583920478821,-0.07063887268304825,0.7930455207824707,-0.5785036683082581,0.17726391553878784,-0.1500455141067505,0.49246490001678467,-0.5614994168281555,0.6478294134140015,-0.15200786292552948,0.4918627440929413,-0.5640779733657837,0.6455854773521423,-0.4666140079498291,0.6357651352882385,-0.16594158113002777,0.5920618772506714,0.7698498368263245,-0.17104774713516235,0.5148233771324158,-0.3362005054950714,0.7698498368263245,-0.17104774713516235,0.5148233771324158,-0.3362005054950714,-0.08347032964229584,-0.09708666056394577,-0.6162152290344238,0.7771008014678955,0.6468005180358887,-0.29422667622566223,-0.6348111629486084,0.30347082018852234,0.6340330839157104,-0.3207523822784424,-0.6217557787895203,0.329453706741333,-0.5463024973869324,0.38504019379615784,0.5507595539093018,-0.4999615252017975,0.11598961055278778,-0.6623751521110535,-0.03897929564118385,0.7391117811203003,-0.19583801925182343,-0.5944579243659973,0.36682191491127014,0.6882652044296265,-0.21984665095806122,-0.5860728025436401,0.394564688205719,0.6726847887039185,-0.27858495712280273,-0.5169530510902405,0.5639099478721619,0.5806509852409363,-0.5570819973945618,-0.17088405787944794,0.8125625848770142,0.014151317067444324,-0.6249337196350098,0.3221750855445862,0.628862202167511,-0.3319537043571472,-0.6249337196350098,0.3221750855445862,0.628862202167511,-0.3319537043571472,0.21408270299434662,-0.6697070598602295,-0.20994603633880615,0.6793994307518005,-0.3221750855445862,-0.6249337196350098,0.3319537043571472,0.628862202167511,0.21408270299434662,-0.6697070598602295,-0.20994603633880615,0.6793994307518005,-0.6249337196350098,0.3221750855445862,0.628862202167511,-0.3319537043571472
1635261007643,-0.6174556612968445,0.3086656332015991,0.6250994801521301,-0.3643140196800232,-0.6045727729797363,0.3331930935382843,0.6099776029586792,-0.38910335302352905,-0.5633572340011597,0.3713413178920746,0.5996796488761902,-0.4302539825439453,-0.5317637920379639,0.415322870016098,0.5632447600364685,-0.47695860266685486,0.2230641394853592,0.5907207131385803,0.775252103805542,-0.016600199043750763,0.6497761607170105,0.5992316603660583,0.4569582939147949,0.0995064303278923,0.6464971899986267,0.6027677655220032,0.45640861988067627,0.101997971534729,-0.6419567465782166,-0.16121692955493927,0.6599093079566956,0.3555563688278198,-0.4005768597126007,-0.5269131660461426,0.29319387674331665,0.6898825764656067,-0.4005768597126007,-0.5269131660461426,0.29319387674331665,0.6898825764656067,-0.18315546214580536,0.16259346902370453,0.3459685146808624,0.9057169556617737,-0.05985644459724426,0.7927119135856628,-0.5799630880355835,0.17795470356941223,-0.14966793358325958,0.4943699538707733,-0.562452495098114,0.6456353068351746,-0.15127579867839813,0.49388036131858826,-0.5645503401756287,0.643801748752594,-0.47424301505088806,0.6027742624282837,-0.19329945743083954,0.6118757128715515,0.7488528490066528,-0.16571922600269318,0.5372996926307678,-0.35080692172050476,0.7488528490066528,-0.16571922600269318,0.5372996926307678,-0.35080692172050476,-0.06010502949357033,-0.05838693305850029,-0.6276084184646606,0.7740064859390259,-0.6391361355781555,0.28786441683769226,0.6433645486831665,-0.3077678382396698,-0.6263618469238281,0.31462913751602173,0.6298297643661499,-0.3346547484397888,0.5404614210128784,-0.3628142774105072,-0.5622173547744751,0.5100774168968201,0.12750528752803802,-0.642577588558197,-0.04004386439919472,0.7544752955436707,-0.22423534095287323,-0.6229181289672852,0.3287482261657715,0.6735102534294128,-0.2655651569366455,-0.6065203547477722,0.3732924461364746,0.64981609582901,-0.351994127035141,-0.5432723164558411,0.502659261226654,0.5729650259017944,-0.6280194520950317,-0.13809734582901,0.7640773057937622,0.0520251989364624,-0.5715909004211426,0.3295091688632965,0.6706108450889587,-0.33909982442855835,-0.5715909004211426,0.3295091688632965,0.6706108450889587,-0.33909982442855835,0.17117764055728912,-0.6371739506721497,-0.23441369831562042,0.7139732837677002,-0.3295091688632965,-0.5715909004211426,0.33909982442855835,0.6706108450889587,0.17117764055728912,-0.6371739506721497,-0.23441369831562042,0.7139732837677002,-0.5715909004211426,0.3295091688632965,0.6706108450889587,-0.33909982442855835
1635261007677,-0.6142398715019226,0.3073766529560089,0.6243722438812256,-0.3720057010650635,-0.6016761660575867,0.3312956690788269,0.6092590093612671,-0.39627325534820557,-0.5594428181648254,0.3815516531467438,0.5943077802658081,-0.4338667392730713,-0.5270431637763977,0.4251863658428192,0.5576004981994629,-0.4801288843154907,0.2186966836452484,0.6000869274139404,0.769385814666748,-0.010619868524372578,0.6492878198623657,0.6004243493080139,0.45561614632606506,0.10163582861423492,0.6464210152626038,0.6035097241401672,0.45512694120407104,0.10380452871322632,-0.631102979183197,-0.19192956387996674,0.6509866118431091,0.3756175637245178,-0.39196133613586426,-0.5305601954460144,0.29832518100738525,0.6898363828659058,-0.39196133613586426,-0.5305601954460144,0.29832518100738525,0.6898363828659058,-0.2017359584569931,0.14852993190288544,0.3525589108467102,0.9016338586807251,-0.05315511301159859,0.7855936288833618,-0.5900091528892517,0.17862345278263092,-0.1368078738451004,0.4745287001132965,-0.5785239338874817,0.6491658091545105,-0.13835075497627258,0.4740811288356781,-0.5806325674057007,0.6472804546356201,-0.4549800753593445,0.6382505297660828,-0.15826421976089478,0.6004846692085266,0.7596988081932068,-0.19294649362564087,0.5088799595832825,-0.3559081256389618,0.7596988081932068,-0.19294649362564087,0.5088799595832825,-0.3559081256389618,-0.07743742316961288,-0.13367928564548492,-0.5999523997306824,0.7849779725074768,0.6464061737060547,-0.29008808732032776,-0.6392106413841248,0.2990280091762543,0.6321561932563782,-0.3198901116847992,-0.6246368885040283,0.3284473121166229,-0.5432277917861938,0.39875075221061707,0.5480953454971313,-0.49547240138053894,0.10413812845945358,-0.6699057817459106,-0.0401858352124691,0.7340071797370911,-0.18810731172561646,-0.60335773229599,0.3547933101654053,0.6889824271202087,-0.22680415213108063,-0.5899734497070312,0.3987415134906769,0.6644520163536072,-0.27026960253715515,-0.5182251930236816,0.570224404335022,0.5772705078125,-0.5520622730255127,-0.17760269343852997,0.8146359324455261,0.007264640182256699,-0.5768823623657227,0.2857426106929779,0.6926537752151489,-0.32525187730789185,-0.5768823623657227,0.2857426106929779,0.6926537752151489,-0.32525187730789185,0.20586691796779633,-0.6099679470062256,-0.25979241728782654,0.7197679877281189,-0.2857426106929779,-0.5768823623657227,0.32525187730789185,0.6926537752151489,0.20586691796779633,-0.6099679470062256,-0.25979241728782654,0.7197679877281189,-0.5768823623657227,0.2857426106929779,0.6926537752151489,-0.32525187730789185
1635261007710,-0.6114436984062195,0.3015063405036926,0.6263772249221802,-0.37799733877182007,-0.6001088619232178,0.3234793245792389,0.6122589111328125,-0.4004615545272827,-0.5550926923751831,0.3620712161064148,0.6050365567207336,-0.4412565231323242,-0.5242692828178406,0.40541979670524597,0.5677021145820618,-0.48835521936416626,0.22852425277233124,0.5945406556129456,0.7703831195831299,-0.028425632044672966,0.6436507701873779,0.6080437898635864,0.4512415826320648,0.1112542599439621,0.6404500603675842,0.6114140748977661,0.45065125823020935,0.11362147331237793,-0.6291391253471375,-0.20717187225818634,0.6372153162956238,0.3939802348613739,-0.35692620277404785,-0.5579784512519836,0.24520158767700195,0.7079124450683594,-0.35692620277404785,-0.5579784512519836,0.24520158767700195,0.7079124450683594,-0.16585125029087067,0.13060474395751953,0.3490457236766815,0.9130185842514038,-0.06890208274126053,0.7940420508384705,-0.5826930999755859,0.15880319476127625,-0.13917610049247742,0.4969337582588196,-0.5565103888511658,0.6511397957801819,-0.1403062790632248,0.49661585688591003,-0.5579903721809387,0.6498720049858093,-0.5260627269744873,0.6596468687057495,-0.1990523487329483,0.49849995970726013,0.8221250176429749,-0.18970099091529846,0.4657995402812958,-0.2667485475540161,0.8221250176429749,-0.18970099091529846,0.4657995402812958,-0.2667485475540161,-0.19951961934566498,-0.13400548696517944,-0.6170280575752258,0.749340295791626,0.6481788754463196,-0.2914767265319824,-0.6339771747589111,0.30492356419563293,0.6355011463165283,-0.31810781359672546,-0.6208385229110718,0.3309156894683838,-0.5560234785079956,0.3662490248680115,0.5613322854042053,-0.4915338158607483,0.1360534131526947,-0.6559046506881714,-0.05253342539072037,0.7406205534934998,-0.17666521668434143,-0.5862405300140381,0.3746117651462555,0.696259617805481,-0.21167533099651337,-0.5745992660522461,0.415950208902359,0.6723203063011169,-0.2333010733127594,-0.5116922855377197,0.5701875686645508,0.5988554358482361,-0.5211256146430969,-0.19908766448497772,0.8296303153038025,0.022488171234726906,-0.5169132351875305,0.3067759573459625,0.7284161448478699,-0.32878434658050537,-0.5169132351875305,0.3067759573459625,0.7284161448478699,-0.32878434658050537,0.14858950674533844,-0.5824362635612488,-0.2825823724269867,0.7475536465644836,-0.3067759573459625,-0.5169132351875305,0.32878434658050537,0.7284161448478699,0.14858950674533844,-0.5824362635612488,-0.2825823724269867,0.7475536465644836,-0.5169132351875305,0.3067759573459625,0.7284161448478699,-0.32878434658050537
1635261007743,-0.6060419678688049,0.2925364375114441,0.6327084302902222,-0.38316506147384644,-0.5963804721832275,0.3117607831954956,0.6201360821723938,-0.4031956195831299,-0.5558557510375977,0.3664515018463135,0.6019660830497742,-0.440879225730896,-0.5246785879135132,0.4098471999168396,0.5646717548370361,-0.48773297667503357,0.21972626447677612,0.5981062054634094,0.7702046036720276,-0.027825823053717613,0.647652804851532,0.5997952222824097,0.45796942710876465,0.1051454246044159,0.6440907120704651,0.6036187410354614,0.45733892917633057,0.10785473138093948,-0.612730085849762,-0.15091408789157867,0.6826051473617554,0.3685607314109802,-0.3777201771736145,-0.5055103302001953,0.2935817837715149,0.718050479888916,-0.3777201771736145,-0.5055103302001953,0.2935817837715149,0.718050479888916,-0.060029011219739914,0.17978084087371826,0.3345091640949249,0.9231353998184204,-0.054537560790777206,0.7922822833061218,-0.5859256982803345,0.1612621396780014,-0.13498060405254364,0.48566535115242004,-0.5676860213279724,0.650877833366394,-0.13694722950458527,0.48511457443237305,-0.5703184604644775,0.6485724449157715,-0.47589072585105896,0.6041990518569946,-0.2000272423028946,0.6070095896720886,0.7519376873970032,-0.16161108016967773,0.5413120985031128,-0.3397834599018097,0.7519376873970032,-0.16161108016967773,0.5413120985031128,-0.3397834599018097,-0.07311845570802689,-0.1346496343612671,-0.6280961632728577,0.7629013061523438,0.6450873613357544,-0.2849898636341095,-0.6374807357788086,0.31026023626327515,0.6306031346321106,-0.3156837821006775,-0.6218751668930054,0.3405211865901947,0.5472027659416199,-0.3632846176624298,-0.5571362972259521,0.508126437664032,0.13196858763694763,-0.6476343274116516,-0.03783939778804779,0.7494813203811646,-0.17668496072292328,-0.5909740328788757,0.3683309555053711,0.6956036686897278,-0.21585598587989807,-0.5778903961181641,0.41413241624832153,0.6692857146263123,-0.27641770243644714,-0.5113716125488281,0.5746066570281982,0.5761244893074036,-0.5515875816345215,-0.1683843582868576,0.8169370889663696,0.0034188898280262947,-0.5199853181838989,0.31058651208877563,0.7212511897087097,-0.33607733249664307,-0.5199853181838989,0.31058651208877563,0.7212511897087097,-0.33607733249664307,0.14806734025478363,-0.5873029828071594,-0.27235907316207886,0.7476441860198975,-0.31058648228645325,-0.5199853181838989,0.3360773026943207,0.7212512493133545,0.14806734025478363,-0.5873029828071594,-0.27235907316207886,0.7476441860198975,-0.5199853181838989,0.31058651208877563,0.7212511897087097,-0.33607733249664307
